# x_path held_b1_THz held_b2_THz held_b3_THz
5.2367758098 1.8482086269 6.7024377358 14.5058369632
5.2672482571 1.7925256551 6.5764891357 14.2611380840
5.2977207044 1.7360830896 6.4448373138 14.0026430609
5.3281931517 1.6789841555 6.3074656448 13.7301991697
5.3586655990 1.6213303147 6.1643702466 13.4436934852
5.3891380463 1.5632207843 6.0155604588 13.1430541373
5.4196104936 1.5047520532 5.8610592459 12.8282513228
5.4500829409 1.4460174007 5.7009035262 12.4992980798
5.4805553882 1.3871064194 5.5351444261 12.1562508293
5.5110278355 1.3281045444 5.3638474600 11.7992096929
5.5415002828 1.2690925939 5.1870926380 11.4283185923
5.5719727301 1.2101463232 5.0049745007 11.0437651391
5.6024451774 1.1513359982 4.8176020841 10.6457803235
5.6329176247 1.0927259911 4.6250988152 10.2346380092
5.6633900720 1.0343744039 4.4276023422 9.8106542437
5.6938625193 0.9763327264 4.2252642979 9.3741863922
5.7243349666 0.9186455316 4.0182500032 8.9256321031
5.7548074139 0.8613502171 3.8067381085 8.4654281153
5.7852798612 0.8044767967 3.5909201796 7.9940489134
5.8157523085 0.7480477496 3.3710002277 7.5120052417
5.8462247558 0.6920779319 3.1471941888 7.0198424840
5.8766972031 0.6365745575 2.9197293530 6.5181389180
5.9071696504 0.5815372527 2.6888437492 6.0075038533
5.9376420977 0.5269581894 2.4547854859 5.4885756605
5.9681145450 0.4728222995 2.2178120524 4.9620197010
5.9985869923 0.4191075751 1.9781895843 4.4285261640
6.0290594396 0.3657854524 1.7361920943 3.8888078218
6.0595318869 0.3128212807 1.4921006738 3.3435977084
6.0900043342 0.2601748733 1.2462026669 2.7936467333
6.1204767815 0.2078011352 0.9987908217 2.2397212355
6.1509492288 0.1556507624 0.7501624200 1.6826004883
6.1814216761 0.1036710028 0.5006183914 1.1230741626
6.2118941234 0.0518064704 0.2504624132 0.5619397564
6.2423665707 0.0000001098 0.0000001696 0.0000001925
6.2796875442 0.1845918543 0.1845918543 0.7095751464
6.3170085178 0.3693899860 0.3693899860 1.4173303162
6.3543294913 0.5545969682 0.5545969682 2.1214560078
6.3916504649 0.7404080646 0.7404080646 2.8201635885
6.4289714384 0.9270078184 0.9270078184 3.5116955288
6.4662924120 1.1145669218 1.1145669218 4.1943353965
6.5036133855 1.3032394447 1.3032394447 4.8664175320
6.5409343591 1.4931604848 1.4931604848 5.5263363296
6.5782553326 1.6844442882 1.6844442882 6.1725550470
6.6155763062 1.8771828724 1.8771828724 6.8036140718
6.6528972797 2.0714451698 2.0714451698 7.4181385731
6.6902182533 2.2672766895 2.2672766895 8.0148454713
6.7275392268 2.4646996855 2.4646996855 8.5925496608
6.7648602004 2.6637138028 2.6637138028 9.1501694249
6.8021811739 2.8642971633 2.8642971633 9.6867309871
6.8395021474 3.0664078430 3.0664078430 10.2013721470
6.8768231210 3.2699856852 3.2699856852 10.6933449541
6.9141440945 3.4749543898 3.4749543898 11.1620173805
6.9514650681 3.6812238139 3.6812238139 11.6068739597
6.9887860416 3.8886924185 3.8886924185 12.0275153650
7.0261070152 4.0972497949 4.0972497949 12.4236569129
7.0634279887 4.3067792068 4.3067792068 12.7951259839
7.1007489623 4.5171600843 4.5171600843 13.1418583648
7.1380699358 4.7282704113 4.7282704113 13.4638935291
7.1753909094 4.9399889514 4.9399889514 13.7613688844
7.2127118829 5.1521972596 5.1521972596 14.0345130306
7.2500328565 5.3647814384 5.3647814384 14.2836380866
7.2873538300 5.5776335956 5.5776335956 14.5091311621
7.3246748036 5.7906529747 5.7906529747 14.7114450651
7.3619957771 6.0037467312 6.0037467312 14.8910883542
7.3993167507 6.2168303376 6.2168303376 15.0486148639
