b000, b001, b002, b003, b004, b005, b006, b007, b008, b009, b010, b011, b012, b013, b014, b015, 
-30.97274838111828, -5.449168769468616, -1.3708528272914926, -0.3287316294069069, 0.8654757951144145, 4.65494127956052, 2.669910616280445, -8.140738018353844, 3.712987869122886, 25.312209487117176, 4.186944074154797, -2.2615319966883027, 2.5817450485418787, -7.832599479712056, 2.1326582438424175, 0.6155899659673203, 
-31.15369968216013, -5.799351360860024, -0.7400256311900303, -0.10118246908526561, 1.0046950625594262, 4.43935537420212, 2.1151274084328144, -7.7786188055704395, 4.90633932898675, 23.766287779964774, 4.236935774994905, -2.8891461339702498, 3.101345064003922, -8.11899691647593, 1.34090708267771, 0.29303313051953106, 
-31.132097882916984, -5.7953827341206035, -0.1523690961242844, 0.0557631768315264, 1.0909866155526284, 4.104167066656992, 1.5057080790222523, -7.315089529253834, 5.859585201484704, 22.52439441226813, 4.078073819482899, -3.1966464494905633, 3.4685133870655944, -8.104599091652375, 0.8142295272806965, -0.12467041472439448, 
-31.066797752424335, -5.68168168763619, 0.6085878492789025, 0.28458588399115964, 1.2710101427855771, 3.8874058883687153, 0.9466966919166602, -6.999552879928056, 6.6523539374038565, 20.957406459967693, 3.8478595497542836, -3.3454668871345383, 3.9325257508898366, -8.038105852804952, 0.34759544587715974, -0.47913435623774714, 
-30.95133337197252, -5.31675500786691, 1.0997568604221184, 0.47075488531478366, 1.337220662832981, 3.6026429649707676, 0.47037968585619044, -6.67543465268284, 7.179990763241897, 19.94422767939878, 3.5165952412682646, -3.1853374503067577, 4.1087298360619045, -7.8252862443896865, 0.1668294043920601, -0.7412217914724339, 
-30.891594562268264, -4.787274338964947, 1.3103620475662225, 0.6738525953075527, 1.4916428847434766, 3.4372606380171264, 0.3082545816827283, -6.689255606735701, 6.973027066812072, 19.195738460551652, 3.318562086997386, -2.5497197625488206, 4.0312755625990455, -7.484797202813396, 0.2989177694053336, -0.743791760022783, 
-30.831180700192004, -4.156858766889401, 1.211338793500036, 0.8531845000797721, 1.5072728978785204, 3.1941481198495416, 0.22335747117558605, -6.622415684139972, 6.615315989816532, 18.93486293336389, 3.100295217389029, -1.7835516131131064, 3.6572969309353645, -7.132688793636847, 0.5618218259412481, -0.6256745733637734, 
-30.793987041009036, -3.3878207335309605, 0.7073395818420797, 0.9774919983046696, 1.6229607456051665, 2.992856384699327, 0.46657837890211074, -6.796746452899795, 5.33703320768184, 19.142603249658983, 3.0457562272855365, -0.57923298290787, 2.9267132516277825, -6.560639039759461, 1.0968148466761845, -0.2949657102096022, 
-30.70713319598745, -2.6524699315013924, 0.19249262023726446, 1.104197925711371, 1.6473029866865807, 2.705276063073548, 0.703819187285525, -6.804371950405923, 4.12244477510809, 19.391967370379245, 2.8963593753783807, 0.5128480099565826, 2.1311690621461516, -5.989343685974097, 1.5507946777091228, 0.021134160950141465, 
-30.524599725122002, -1.8383473977443043, -0.48788532046370203, 1.1342313296497049, 1.7506020910773326, 2.377526896208817, 1.1112826258854176, -6.856817161275097, 2.292242237416706, 19.94070681111066, 2.7219158027381747, 1.782417582314989, 1.1816517814240903, -5.114968514837466, 2.1302735684703333, 0.33439992945362534, 
