# x_path held_b1_THz held_b2_THz held_b3_THz held_b4_THz held_b5_THz held_b6_THz
5.9709534740 7.9994868058 7.9994868058 9.1927441585 9.1927441585 15.0085040370 15.0085040370
5.9949717659 8.1560492355 8.1560492355 9.3119142785 9.3119142785 15.1051974847 15.1051974847
6.0189900578 8.3033144683 8.3033144683 9.4321937329 9.4321937329 15.2017521489 15.2017521489
6.0430083497 8.4400743412 8.4400743412 9.5551515303 9.5551515303 15.2976749055 15.2976749055
6.0670266416 8.5653277469 8.5653277469 9.6821475876 9.6821475876 15.3924817603 15.3924817603
6.0910449335 8.6784482173 8.6784482173 9.8141595717 9.8141595717 15.4857033223 15.4857033223
6.1150632254 8.7792956288 8.7792956288 9.9516665505 9.9516665505 15.5768893653 15.5768893653
6.1390815173 8.8682242046 8.8682242046 10.0946372417 10.0946372417 15.6656125100 15.6656125100
6.1630998092 8.9459875033 8.9459875033 10.2426220962 10.2426220962 15.7514710999 15.7514710999
6.1871181011 9.0135872860 9.0135872860 10.3949022159 10.3949022159 15.8340913767 15.8340913767
6.2111363930 9.0721237592 9.0721237592 10.5506374881 10.5506374881 15.9131290751 15.9131290751
6.2351546849 9.1226833168 9.1226833168 10.7089776864 10.7089776864 15.9882705644 15.9882705644
6.2591729768 9.1662720731 9.1662720731 10.8691281178 10.8691281178 16.0592336609 16.0592336609
6.2831912687 9.2037865343 9.2037865343 11.0303783486 11.0303783486 16.1257682342 16.1257682342
6.3072095606 9.2360081378 9.2360081378 11.1921071652 11.1921071652 16.1876567195 16.1876567195
6.3312278526 9.2636104609 9.2636104609 11.3537748608 11.3537748608 16.2447146446 16.2447146446
6.3552461445 9.2871717166 9.2871717166 11.5149101261 11.5149101261 16.2967912738 16.2967912738
6.3792644364 9.3071883999 9.3071883999 11.6750955810 11.6750955810 16.3437704694 16.3437704694
6.4032827283 9.3240880884 9.3240880884 11.8339538426 11.8339538426 16.3855718719 16.3855718719
6.4273010202 9.3382406257 9.3382406257 11.9911347931 11.9911347931 16.4221525067 16.4221525067
6.4513193121 9.3499675357 9.3499675357 12.1463040853 12.1463040853 16.4535089308 16.4535089308
6.4753376040 9.3595497974 9.3595497974 12.2991326285 12.2991326285 16.4796800492 16.4796800492
6.4993558959 9.3672342073 9.3672342073 12.4492866864 12.4492866864 16.5007507401 16.5007507401
6.5246430851 9.3741169936 9.3741169936 12.4199854799 12.4199854799 16.4149361131 16.4149361131
6.5499302744 9.3808884845 9.3808884845 12.3850997102 12.3850997102 16.3297581461 16.3297581461
6.5752174636 9.3874653153 9.3874653153 12.3447715549 12.3447715549 16.2455434092 16.2455434092
6.6005046529 9.3937539233 9.3937539233 12.2991968104 12.2991968104 16.1625888904 16.1625888904
6.6257918421 9.3996497877 9.3996497877 12.2486293672 12.2486293672 16.0811581621 16.0811581621
6.6510790314 9.4050366739 9.4050366739 12.1933844953 12.1933844953 16.0014786417 16.0014786417
6.6763662206 9.4097859373 9.4097859373 12.1338406511 12.1338406511 15.9237401646 15.9237401646
6.7016534099 9.4137559723 9.4137559723 12.0704395767 12.0704395767 15.8480949965 15.8480949965
6.7269405991 9.4167919263 9.4167919263 12.0036845309 12.0036845309 15.7746593072 15.7746593072
6.7522277883 9.4187258434 9.4187258434 11.9341365565 11.9341365565 15.7035160170 15.7035160170
6.7775149776 9.4193774583 9.4193774583 11.8624087323 11.8624087323 15.6347188296 15.6347188296
6.8028021668 9.4185559176 9.4185559176 11.7891583729 11.7891583729 15.5682971898 15.5682971898
6.8280893561 9.4160627583 9.4160627583 11.7150771287 11.7150771287 15.5042618644 15.5042618644
6.8533765453 9.4116965064 9.4116965064 11.6408789162 11.6408789162 15.4426108378 15.4426108378
6.8786637346 9.4052592443 9.4052592443 11.5672856015 11.5672856015 15.3833352331 15.3833352331
6.9039509238 9.3965654015 9.3965654015 11.4950104156 11.4950104156 15.3264250151 15.3264250151
6.9292381131 9.3854528154 9.3854528154 11.4247392356 11.4247392356 15.2718742857 15.2718742857
6.9545253023 9.3717957626 9.3717957626 11.3571101626 11.3571101626 15.2196860402 15.2196860402
6.9798124916 9.3555191882 9.3555191882 11.2926922567 11.2926922567 15.1698763045 15.1698763045
7.0050996808 9.3366128227 9.3366128227 11.2319647887 11.2319647887 15.1224776138 15.1224776138
7.0303868700 9.3151434153 9.3151434153 11.1752988179 11.1752988179 15.0775418278 15.0775418278
7.0556740593 9.2912630963 9.2912630963 11.1229431068 11.1229431068 15.0351422879 15.0351422879
7.0809612485 9.2652120859 9.2652120859 11.0750161917 11.0750161917 14.9953753329 14.9953753329
7.1062484378 9.2373146276 9.2373146276 11.0315057779 11.0315057779 14.9583611852 14.9583611852
7.1315356270 9.2079680527 9.2079680527 10.9922756225 10.9922756225 14.9242442082 14.9242442082
7.1568228163 9.1776259972 9.1776259972 10.9570789746 10.9570789746 14.8931925256 14.8931925256
7.1821100055 9.1467776851 9.1467776851 10.9255767691 10.9255767691 14.8653969791 14.8653969791
7.2073971948 9.1159256351 9.1159256351 10.8973583451 10.8973583451 14.8410693916 14.8410693916
7.2326843840 9.0855640720 9.0855640720 10.8719625347 10.8719625347 14.8204400984 14.8204400984
7.2579715733 9.0561598573 9.0561598573 10.8488974335 10.8488974335 14.8037547127 14.8037547127
7.2832587625 9.0281370835 9.0281370835 10.8276578046 10.8276578046 14.7912701081 14.7912701081
7.3085459518 9.0018658133 9.0018658133 10.8077396953 10.8077396953 14.7832496271 14.7832496271
7.3338331410 8.9776549138 8.9776549138 10.7886523192 10.7886523192 14.7799575648 14.7799575648
7.3591203302 8.9557485833 8.9557485833 10.7699275364 10.7699275364 14.7816530266 14.7816530266
7.3844075195 8.9363259904 8.9363259904 10.7511273676 10.7511273676 14.7885833169 14.7885833169
7.4096947087 8.9195033915 8.9195033915 10.7318499481 10.7318499481 14.8009770729 14.8009770729
7.4349818980 8.9053381178 8.9053381178 10.7117342329 10.7117342329 14.8190374053 14.8190374053
7.4602690872 8.8938338901 8.8938338901 10.6904636411 10.6904636411 14.8429353445 14.8429353445
7.4855562765 8.8849470000 8.8849470000 10.6677687254 10.6677687254 14.8728038973 14.8728038973
7.5108434657 8.8785929709 8.8785929709 10.6434288754 10.6434288754 14.9087330029 14.9087330029
7.5361306550 8.8746533882 8.8746533882 10.6172730363 10.6172730363 14.9507656300 14.9507656300
7.5614178442 8.8729826432 8.8729826432 10.5891794256 10.5891794256 14.9988951822 14.9988951822
7.5867050335 8.8734143947 8.8734143947 10.5590742699 10.5590742699 15.0530642963 15.0530642963
7.6119922227 8.8757675935 8.8757675935 10.5269296302 10.5269296302 15.1131650231 15.1131650231
7.6372794119 8.8798519600 8.8798519600 10.4927604365 10.4927604365 15.1790402965 15.1790402965
7.6625666012 8.8854728406 8.8854728406 10.4566208960 10.4566208960 15.2504865274 15.2504865274
7.6878537904 8.8924354010 8.8924354010 10.4186004629 10.4186004629 15.3272571133 15.3272571133
7.7131409797 8.9005481447 8.9005481447 10.3788195662 10.3788195662 15.4090666295 15.4090666295
7.7384281689 8.9096257682 8.9096257682 10.3374252788 10.3374252788 15.4955954684 15.4955954684
7.7637153582 8.9194913849 8.9194913849 10.2945870891 10.2945870891 15.5864947109 15.5864947109
7.7890025474 8.9299781647 8.9299781647 10.2504928997 10.2504928997 15.6813910396 15.6813910396
7.8142897367 8.9409304482 8.9409304482 10.2053453437 10.2053453437 15.7798915428 15.7798915428
7.8395769259 8.9522043991 8.9522043991 10.1593584723 10.1593584723 15.8815882916 15.8815882916
7.8648641152 8.9636682631 8.9636682631 10.1127548361 10.1127548361 15.9860626088 15.9860626088
7.8901513044 8.9752023017 8.9752023017 10.0657629577 10.0657629577 16.0928889787 16.0928889787
7.9154384937 8.9866984655 8.9866984655 10.0186151718 10.0186151718 16.2016385715 16.2016385715
7.9407256829 8.9980598711 8.9980598711 9.9715457967 9.9715457967 16.3118823756 16.3118823756
7.9660128721 9.0092001410 9.0092001410 9.9247895889 9.9247895889 16.4231939472 16.4231939472
7.9913000614 9.0200426637 9.0200426637 9.8785804279 9.8785804279 16.5351517946 16.5351517946
8.0165872506 9.0305198314 9.0305198314 9.8331501681 9.8331501681 16.6473414219 16.6473414219
8.0362761705 8.9844281174 8.9844281174 9.7401002494 9.7401002494 16.5654138432 16.5654138432
8.0559650903 8.9301043074 8.9301043074 9.6514980146 9.6514980146 16.4809645623 16.4809645623
8.0756540101 8.8665835809 8.8665835809 9.5681857733 9.5681857733 16.3941543567 16.3941543567
8.0953429300 8.7932733351 8.7932733351 9.4906222950 9.4906222950 16.3051580624 16.3051580624
8.1150318498 8.7101170909 8.7101170909 9.4187188707 9.4187188707 16.2141646383 16.2141646383
8.1347207696 8.6176091510 8.6176091510 9.3518247300 9.3518247300 16.1213771291 16.1213771291
8.1544096895 8.5166492405 8.5166492405 9.2888726094 9.2888726094 16.0270124968 16.0270124968
8.1740986093 8.4083240987 8.4083240987 9.2285975360 9.2285975360 15.9313012886 15.9313012886
8.1937875291 8.2937184194 8.2937184194 9.1697264664 9.1697264664 15.8344871072 15.8344871072
8.2134764490 8.1738027330 8.1738027330 9.1110912224 9.1110912224 15.7368258452 15.7368258452
8.2331653688 8.0493915968 8.0493915968 9.0516713926 9.0516713926 15.6385846493 15.6385846493
8.2528542886 7.9211449619 7.9211449619 8.9905943686 8.9905943686 15.5400405808 15.5400405808
8.2725432084 7.7895887530 7.7895887530 8.9271165050 8.9271165050 15.4414789419 15.4414789419
8.2922321283 7.6551403105 7.6551403105 8.8605997758 8.8605997758 15.3431912519 15.3431912519
8.3119210481 7.5181320567 7.5181320567 8.7904905720 8.7904905720 15.2454728631 15.2454728631
8.3316099679 7.3788311577 7.3788311577 8.7163028606 8.7163028606 15.1486202280 15.1486202280
8.3512988878 7.2374549931 7.2374549931 8.6376058642 8.6376058642 15.0529278475 15.0529278475
8.3709878076 7.0941830043 7.0941830043 8.5540156395 8.5540156395 14.9586849504 14.9586849504
8.3906767274 6.9491656607 6.9491656607 8.4651897416 8.4651897416 14.8661719826 14.8661719826
8.4103656473 6.8025312216 6.8025312216 8.3708241967 8.3708241967 14.7756570035 14.7756570035
8.4300545671 6.6543908479 6.6543908479 8.2706521163 8.2706521163 14.6873921095 14.6873921095
8.4497434869 6.5048424866 6.5048424866 8.1644433959 8.1644433959 14.6016100169 14.6016100169
8.4694324068 6.3539738478 6.3539738478 8.0520050466 8.0520050466 14.5185209415 14.5185209415
8.4891213266 6.2018647094 6.2018647094 7.9331817931 7.9331817931 14.4383099106 14.4383099106
8.5088102464 6.0485887221 6.0485887221 7.8078566529 7.8078566529 14.3611346235 14.3611346235
8.5284991663 5.8942148434 5.8942148434 7.6759512806 7.6759512806 14.2871239542 14.2871239542
8.5481880861 5.7388084936 5.7388084936 7.5374259321 7.5374259321 14.2163771562 14.2163771562
8.5678770059 5.5824325055 5.5824325055 7.3922789655 7.3922789655 14.1489637888 14.1489637888
8.5875659258 5.4251479188 5.4251479188 7.2405458559 7.2405458559 14.0849243475 14.0849243475
8.6072548456 5.2670146599 5.2670146599 7.0822977548 7.0822977548 14.0242715415 14.0242715415
8.6269437654 5.1080921359 5.1080921359 6.9176396658 6.9176396658 13.9669921323 13.9669921323
8.6466326853 4.9484397657 4.9484397657 6.7467083452 6.7467083452 13.9130492253 13.9130492253
8.6663216051 4.7881174630 4.7881174630 6.5696700575 6.5696700575 13.8623848918 13.8623848918
8.6860105249 4.6271860817 4.6271860817 6.3867183341 6.3867183341 13.8149230000 13.8149230000
8.7056994447 4.4657078261 4.4657078261 6.1980718887 6.1980718887 13.7705721359 13.7705721359
8.7253883646 4.3037466227 4.3037466227 6.0039728539 6.0039728539 13.7292285110 13.7292285110
8.7450772844 4.1413684368 4.1413684368 5.8046855097 5.8046855097 13.6907787676 13.6907787676
8.7647662042 3.9786415032 3.9786415032 5.6004956922 5.6004956922 13.6551026154 13.6551026154
8.7844551241 3.8156364151 3.8156364151 5.3917111047 5.3917111047 13.6220752504 13.6220752504
8.8041440439 3.6524259758 3.6524259758 5.1786628066 5.1786628066 13.5915695254 13.5915695254
8.8238329637 3.4890846572 3.4890846572 4.9617082565 4.9617082565 13.5634578593 13.5634578593
8.8435218836 3.3256874088 3.3256874088 4.7412364328 4.7412364328 13.5376138847 13.5376138847
8.8632108034 3.1623074045 3.1623074045 4.5176757997 4.5176757997 13.5139138411 13.5139138411
8.8828997232 2.9990120623 2.9990120623 4.2915062570 4.2915062570 13.4922377331 13.4922377331
8.9025886431 2.8358562710 2.8358562710 4.0632767822 4.0632767822 13.4724702732 13.4724702732
8.9222775629 2.6728711536 2.6728711536 3.8336313249 3.8336313249 13.4545016337 13.4545016337
8.9419664827 2.5100458105 2.5100458105 3.6033467374 3.6033467374 13.4382280333 13.4382280333
8.9616554026 2.3472983830 2.3472983830 3.3733881153 3.3733881153 13.4235521806 13.4235521806
8.9813443224 2.1844318996 2.1844318996 3.1449884805 3.1449884805 13.4103836011 13.4103836011
9.0010332422 2.0210714246 2.0210714246 2.9197596791 2.9197596791 13.3986388657 13.3986388657
9.0207221621 1.8565867559 1.8565867559 2.6998351372 2.6998351372 13.3882417421 13.3882417421
9.0404110819 1.6900295101 1.6900295101 2.4880230043 2.4880230043 13.3791232850 13.3791232850
9.0601000017 1.5201678094 1.5201678094 2.2878985321 2.2878985321 13.3712218807 13.3712218807
9.0797889216 1.3457762877 1.3457762877 2.1037006354 2.1037006354 13.3644832577 13.3644832577
9.0994778414 1.1663515793 1.1663515793 1.9399129872 1.9399129872 13.3588604746 13.3588604746
9.1191667612 0.9832812421 0.9832812421 1.8006329220 1.8006329220 13.3543138939 13.3543138939
9.1388556810 0.8014569098 0.8014569098 1.6891114455 1.6891114455 13.3508111485 13.3508111485
9.1585446009 0.6321324312 0.6321324312 1.6077236449 1.6077236449 13.3483271078 13.3483271078
9.1782335207 0.4993425598 0.4993425598 1.5581627993 1.5581627993 13.3468438463 13.3468438463
9.1979224405 0.4455089866 0.4455089866 1.5415142626 1.5415142626 13.3463506191 13.3463506191
